,title,post_link,glance,offer,fee
103,First Home Bank $250 Checking & $100 Savings Bonus,https://www.doctorofcredit.com/fl-first-home-bank-250-checking-bonus/,"Maximum bonus amount: $250
Availability: Must open in branch, all locations in Florida [Branch locator]
Direct deposit required: Yes, no minimum specified
Additional requirements: Keep account open until bonus posts
Hard/soft pull:Soft pull
ChexSystems: Unknown
Credit card funding:Up to $1,500
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: October 20th, 2018 None listed","Open a new checking account with First Home Bank and receive a bonus of $250 when you complete the following requirements:
Establish direct deposit of your salary, pension, SSI or other regular monthly income
Keep account open until bonus posts (within 30 days of your first direct deposit)
Open a new savings account with First Home Bank and receive a bonus of $100 when you complete the following requirements:
Maintain an active checking account with auto transfers of at least $25","The easiest account to keep fee free seems to be the Simply Free Checking account, this has no monthly fees or minimums to worry about. According to bankers asked in branch there is no early account termination fee.They have previously offered a bonus of $160, the advantage of that bonus was that no direct deposit was required. This is an extra $90, so definitely worth doing if you can easily change your payroll or they aren’t strict on what does/doesn’t count. Also remember when opening in branch they have a $350 business checking bonus that you should be able to do at the same time if eligible. I’ll be adding this to our best bonus page.Useful posts regarding bank bonuses:"
104,Northwest Federal Credit Union $300 Checking Bonus,https://www.doctorofcredit.com/va-in-branch-only-northwest-federal-credit-union-300-checking-bonus/,"Maximum bonus amount: $300
Availability: All branches are in VA
Direct deposit required: Yes, at least three direct deposits of $500+ each
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Up to $520
Monthly fees: None
Early account termination fee: None
Household limit: None listed
Expiration date: December 31st, 2019","Northwest Federal Credit Union is offering a bonus of $300 when you open a new checking account in branch and complete the following requirements:
Use promo code CHK19  (keep in mind this offer is in branch only, so I assume you just tell the banker that promo code)
Make a minimum of three direct deposits into the checking account with a minimum of $500 per direct deposit
Sign up for eStatements
Login to online banking a least once","Choice checking has no monthly fees to worry about.There is no mention of an early account termination fee in the fee schedule.Nice big bonus, now that we know it’s a soft pull to open the account we will be adding this to our list of the best checking bonuses.  If anybody goes for this bonus, share your experiences in the comments below.Useful posts regarding bank bonuses:"
105,Northwest Federal Credit Union $300 Checking Bonus,https://www.doctorofcredit.com/va-in-branch-only-northwest-federal-credit-union-300-checking-bonus/,"Maximum bonus amount: $300
Availability: All branches are in VA
Direct deposit required: Yes, at least three direct deposits of $500+ each
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Up to $520
Monthly fees: None
Early account termination fee: None
Household limit: None listed
Expiration date: December 31st, 2019","Northwest Federal Credit Union is offering a bonus of $300 when you open a new checking account in branch and complete the following requirements:
Use promo code CHK19  (keep in mind this offer is in branch only, so I assume you just tell the banker that promo code)
Make a minimum of three direct deposits into the checking account with a minimum of $500 per direct deposit
Sign up for eStatements
Login to online banking a least once","Choice checking has no monthly fees to worry about.There is no mention of an early account termination fee in the fee schedule.Nice big bonus, now that we know it’s a soft pull to open the account we will be adding this to our list of the best checking bonuses.  If anybody goes for this bonus, share your experiences in the comments below.Useful posts regarding bank bonuses:"
106,U.S. Bank $300 Online Checking Bonus,https://www.doctorofcredit.com/u-s-bank-300-online-checking-bonus-3/,"Maximum bonus amount: $300
Availability: Must live in U.S. Bank’s footprint
Direct deposit required:  Yes, two deposits totaling $2,000 or more
Additional requirements: Use promo code and online/mobile banking
Hard/soft pull: Soft
ChexSystems: Mixed data points
Credit card funding: Can fund up to $50 with a credit card
Monthly fees: $6.95 avoidable
Early account termination fee: None
Household limit: One
Expiration date: December 8th, 2019","U.S. Bank is offering a bonus of $300 when you open a new  Checking Package by December 8th, 2019 and complete the following requirements:
Use promo code WEBNOV1
Receive recurring direct deposits of two or more that total $2,000 or more within 60 days of account opening
Be enrolled in either U.S. Bank online banking or U.S. bank mobile app by December 13th, 2019","This account has a $6.95 monthly fee and is waived if you meet any of the following requiremnets:This account has a $14.95 monthly fee but is waived if you have a U.S. Bank credit card. Many of us have a U.S. Bank personal credit card like Altitude, Flexperks, or Cash+ which would work to keep the account fee-free. Another option is to get the Gold account and get the fee waived if you have a good credit score and join the Because You’ve Earned It program. There is no early account termination fee to worry aboutWe saw the same deal earlier this year. This is basically the best checking bonus that U.S. Bank offers, especially as it can be opened online. Definitely worth doing if you haven’t already done this bonus, we will be adding it to our list of the best checking bonuses. There is a $400 in branch bonus, but that seems to be YMMV. Might be worth checking to see if your local branch has that offer or not.Hat tip to reader JohnnyBoyJr"
107,Wintrust Bank $300 Checking & $200 Savings Bonus,https://www.doctorofcredit.com/il-only-wintrust-bank-300-checking-bonus/,"Maximum bonus amount: $300
Availability: IL only [Branch locator]
Direct deposit required: Yes, $500+ for two consecutive months
Additional requirements: eStatements
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: None
Household limit: None
Expiration date: September 30th, 2019 None listed","WinTrust Bank is offering a bonus of $300 when you open a new total access checking account and complete the following requirements:
Enroll in online banking
Activate eStatements
Complete monthly direct deposits totaling $500 or more for two consecutive months after the first calendar month your account is opened
Open a statement savings account when you deposit $15,000 or more during the month of account opening and for the qualification period (unclear how long that is)","This account has no monthly fees, according to the fee schedule a reader sent usThere is no early account termination fee.Previously the best offer we have seen has been $100 and another $50 for opening a savings account, so this bonus is significantly better. This bonus is definitely worth doing as it’s nice big bonus and the requirements aren’t too difficult to meet. Because of that we will add it to the best checking bonus page.Hat tip to reader youngestofallthebuckUseful posts regarding bank bonuses:"
108,USE Credit Union $100 Referral Bonus,https://www.doctorofcredit.com/ca-only-use-credit-union-100-referral-bonus/,"Maximum bonus amount: $100 for both parties
Availability: CA only
Direct deposit required: Yes, $500+
Additional requirements: eStatements
Hard/soft pull: Soft pull (report of hard pull)
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: $15, 90 days
Household limit: None listed
Expiration date: None listed","USE Credit Union is offering a bonus of $100 to both the refer and referree when somebody is referred and opens a new free checking account and completes the following requirements:
Sign up with eStatements
Within 90 days of account opening receive at least $500 in monthly direct deposits","This account has no monthly fees to worry about.$15 fee if closed within 90 days of account opening according to the fee schedule.Feel free to share your referral in the comments below, worth doing if you live in an eligible location.Hat tip to reader GermanUseful posts regarding bank bonuses:"
109,Mid-Hudson Valley Federal Credit Union $200 Checking Bonus,https://www.doctorofcredit.com/select-areas-in-ny-mid-hudson-valley-federal-credit-union-200-checking-bonus/,"Maximum bonus amount: $200
Availability: Must live, work, worship, volunteer or attend school in Dutchess, Orange or Ulster county all in NY
Direct deposit required: Yes, $500+
Additional requirements: Use promo code
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Up to $105
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: June 30th, 2019 October 29, 2019 December 31st, 2019","Mid-Hudson Valley Federal Credit Union is offering a bonus of $200 when you open a new checking account and complete the following requirements:
Use promo code GETHOLIDAY200
Set up direct deposit of $500 or more within 60 days of account opening","This account has no monthly fees to worry aboutI wasn’t able to find a fee schedule so not sure if there is any EATF or not.Need to know whether it’s a hard or soft pull to open, if anybody decides to go for this bonus then please share your experiences and data points below.Useful posts regarding bank bonuses:"
110,$300 Rollstone Bank & Trust Checking Bonus,https://www.doctorofcredit.com/groton-ma-in-branch-only-300-rollstone-bank-trust-checking-bonus/,"Maximum bonus amount: $300
Availability: 788 Boston Rd, Groton, MA 01450
Direct deposit required: Yes, $1,000+
Additional requirements: No
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: December 31st, 2019","Rollstone Bank & Trust is offering a bonus of $300 when you open a new eChecking, Ultimate Checking, or All-In-One Checking account at their Groton branch and complete the following requirements:
Receive direct deposits totalling at least $1,000 per month","eChecking has no monthly fees to worry aboutI wasn’t able to find a fee schedule, so I’m unsure if there is an early account termination fee or not.Very restricted location area bonus, but still worth doing if it turns out to be a soft pull. You should be able to ask before signing up for the account. If anybody goes for it then share your experience below.Useful posts regarding bank bonuses:"
111,Firstrust Bank $176 Checking Bonus,https://www.doctorofcredit.com/de-md-nj-pa-firstrust-bank-276-checking-bonus/,"Maximum bonus amount: $276
Availability: Must be a resident of DE, MD, NJ, PA
Direct deposit required: Yes, $500+
Additional requirements: Online banking & 5 debit card transactions
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding:  Can fund up to $500 with a credit card
Monthly fees: Yes, unknown amount (avoidable)
Early account termination fee: Unknown
Household limit: One
Expiration date: April 30th, 2020","Firstrust Bank is offering a bonus of $276 when you open a new 76ers checking account and complete the following requirements within 90 days of account opening:
Sign up for Online Banking
Direct Deposit total of $500
5 Debit Card transactions","Account has a monthly fee, but I’m not sure what it is. It’s waived if you do any of the following:I wasn’t able to find a fee schedule so I’m unsure if there is an early account termination fee or notSeems like a great bonus if it’s a soft pull to open, especially if there is some credit card funding. If anybody goes for this offer then please share your experiences below. I’ll add this to the best state specific checking promos if this is a soft pull.Hat tip to reader IS250Useful posts regarding bank bonuses:"
112,Newtown Savings Bank  $200 Checking Bonus,https://www.doctorofcredit.com/ct-select-counties-in-ny-only-newtown-savings-bank-nsb-150-checking-bonus/,"Maximum bonus amount: $150
Availability: Accounts are available to residents of the State of Connecticut and residents of Putnam and Westchester county New York only
Direct deposit required: Yes, no minimum mentioned
Additional requirements: Use promo code choice
Hard/soft pull: Soft pull
ChexSystems: Yes, inquiry sensitive
Credit card funding: Up to $1,000 $25
Monthly fees: None
Early account termination fee: 90 days, bonus forfeit
Household limit: One
Expiration date: September 29th, 2018 November 30th, 2018 August 31st, 2019 November 30th, 2019","Newtown Savings Bank is offering a bonus of $200 when you open a free checking account and complete the following requirements:
Use the promo code FALLSPECIAL
Receive a direct deposit within 60 days of account opening , no minimum mentioned","The free checking account has no monthly fees to worry aboutAccount needs to be kept open for 90 days, otherwise the bonus will be deducted at time of closingPrevious bonuses have been for $100 with $150 available in branch only. Looks like this one can be opened online. The $1,000 in credit card funding makes this offer attractive as well (update: unfortunately limit is now only $25). Definitely worth considering if not doing if you’re eligible. I will be adding this to the list of the best checking account bonuses.Big thanks to reader, Brenden F who let us know. Learn how to find bonuses and contribute to the site here.Useful posts regarding bank bonuses:"
113,CIBC US $400 Checking Bonus ,https://www.doctorofcredit.com/il-chicago-cibc-us-400-checking-bonus-in-branch-only/,"Maximum bonus amount: $400
Availability: Might be available at 3010 S Kedzie Ave, Chicago, IL 60623 branch only – might be available at all branches?
Direct deposit required: Direct deposit or ACH automated debit transaction
Additional requirements: eStatements
Hard/soft pull: Soft pull
ChexSystems: Yes
Credit card funding: None
Monthly fees: None
Early account termination fee:
Household limit: None listed
Expiration date: December 31st, 2019","CIBC is offering a $400 checking bonus when you open a new iCan or MyChoice account in branch when you meet the following requirements:
Receive at least one direct deposit or ACH automated debit transaction
Elect to receive electronic statements","Looks like all the checking accounts are now fee free.There is a $25 early account termination fee if the account is closed within 90 days.Normally the bonus is only $200, this $400 bonus might be just be for this branch but it’s also possible it’s available at all branches. If anybody tries any other branches, let us know in the comments. I’ll add this $400 bonus to the best checking bonus page.Hat tip to reader barber404Useful posts regarding bank bonuses:"
114,Wells Fargo $500 Checking Bonus,https://www.doctorofcredit.com/targeted-wells-fargo-500-checking-bonus/,"Maximum bonus amount: $500
Availability: Targeted & In branch
Direct deposit required: Yes, $3,000 for three consecutive months
Additional requirements: None
Hard/soft pull: Soft
ChexSystems: Mixed reports, likely doesn’t pull
Credit card funding: Can fund up to $50 online
Monthly fees: $30, avoidable
Early account termination fee: None, don’t close account straight away please
Household limit: None
Expiration date: May 31st, 2019","Wells Fargo is offering a bonus of $500 when you open a new Wells Fargo Portfolio Checking account linked to the portfolio by Wells Fargo program and complete the following requirements:
Open with a minimum deposit of $25
Within 150 days set up and receive cumulative monthly total of $3,000 in direct deposits for three consecutive months","This account has a $30 monthyl service fee, this is waived when you have one of the following Portfolio by Wells Fargo qualifying statement ending balances:There is no early account termination fee.There is currently a public $400 bonus with the same requirements, the major difference is that this is $100 more but this account is significantly more difficult to keep fee free. Because of how difficult it is to keep fee free I wouldn’t recommend going for this offer and I’d stick to the $400 bonus instead. Because of that we won’t be adding it to our list of the best checking bonuses.Hat tip to reader T YUseful posts regarding bank bonuses:"
115,RPT Federal Credit Union $100 Checking Bonus ,https://www.doctorofcredit.com/nc-in-branch-only-rpt-federal-credit-union-100-checking-bonus-direct-deposit-not-required/,"Maximum bonus amount: $100
Availability: In branch only, all branches are in NC [Branch locator]
Direct deposit required: Optional
Additional requirements: See below
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown 
Monthly fees: $5, avoidable
Early account termination fee: $15, 90 days
Household limit: None listed
Expiration date: None listed",RTP Federal Credit Union is offering a checking bonus of $100 when you open a new checking. You receive $25 of the bonus for each automatic payment or direct deposit you switch to your new RTP checking account.,"Basic checking account has a $5 monthly fee that is waived with an average daily balance of less than $1,000If the account is closed within 90 days a $15 fee will be charged.Need to know if it’s a hard or soft pull to determine whether it’s worth doing or not. Should be able to ask as the bonus is in branch only.Useful posts regarding bank bonuses:"
116,Sunflower Bank $200 Checking Bonus,https://www.doctorofcredit.com/ks-co-only-sunflower-bank-200-checking-savings-bonus/,"Maximum bonus amount: $200
Availability: Valid at the following locations:Seeupdate
Kansas: Colby, Dodge City, Ellinwood, Great Bend, Hays, Junction City, Lawrence, Leawood, Liberal, Manhattan, McPherson, Osborne, Overland Park, Russell, Salina, Topeka, Victoria, Wichita
Colorado: Boulder, Denver, Golden, Greenwood Village, Longmont,
Direct deposit required: ACH credits totaling $500 or more
Additional requirements: See below
Hard/soft pull:Soft pull
ChexSystems: Yes
Credit card funding: None
Monthly fees: None with eStatements
Early account termination fee: $30, 90 days
Household limit: None listed
Expiration date: September 30th, 2018 December 31st, 2018 June 31st, 2019 December 31st, 2019","Sunflower Bank is offering a bonus of $200 when you open a new Convenience checking account and complete the following requirements by 7/31/19:
Have one or more ACH credits totaling $500
Enroll in eStatements
Complete 20 debit card transactions","This account has no monthly fees as long as you enroll in eStatements$30 if closed within 90 days.Looks like any ACH credit will work rather than it having to be payroll or government benefits. Considering it’s a soft pull, if you live in the area this is well worth doing as it’s easy to meet bonus requirements and keep the account fee free. As always please share your experiences & data points in the comments below. I’ll be adding this to the best bank bonuses.Big thanks to reader, Joshua who let us know. Learn how to find bonuses and contribute to the site here.Useful posts regarding bank bonuses:"
117,SoFi Money 1.6% Account $25 Referral Bonus + $25 for Referrer,https://www.doctorofcredit.com/sofi-money-2-25-account-25-referral-bonus-for-both-members/,"New member gets $25 $50 bonus when signing up with a referral link and funding the account $100.
Referrer gets $25 $50 as well.","Do not leave any commentary, your comment should look something like this “https://www.sofi.com/share/12345678/”. If there are any additional words in the comment, it will be removed.
Do not thread referrals, just leave your referral as a new line.
Leave your referral once.
We may lock comments in a few days.",
118,Mutual Security Credit Union $250 Checking Bonus,https://www.doctorofcredit.com/norwalk-ct-only-mutual-security-credit-union-250-checking-bonus/,"Maximum bonus amount: $250
Availability: Norwalk, CT branch only
Direct deposit required: Yes, no minimum mentioned
Additional requirements: Maintain an average daily balance of $5,000+ for 3 months
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: None
Monthly fees: None
Early account termination fee: None listed
Household limit: None listed
Expiration date: November 17th, 2019","Mutual Security Credit Union is offering a bonus of $250 when you open a new checking account at their new Norwalk location and complete the following requirements:
Establish a direct deposit (no minimum mentioned)
Maintain an average daily balance of $5,000 for 3 months","Back to basics checking account has no monthly fees to worry aboutI wasn’t able to find any mention of an early account termination fee in the fee scheduleHas the potential to be a good bonus worth doing, but we need to know if it’s a soft or hard pull to open. As it requires opening in branch it should be possible to ask before opening the account. If anybody goes for this deal then please share your experiences in the comments below.Useful posts regarding bank bonuses:"
119,Ulster Savings Bank $200 Checking Bonus,https://www.doctorofcredit.com/phoenica-ny-only-ulster-savings-bank-200-checking-bonus-direct-deposit-not-required/,"Maximum bonus amount: $200
Availability: Available at Phoenica branch in NY only.
Direct deposit required: Yes, no minimum specified
Additional requirements: None
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: June 1st, 2019","Ulster Savings Bank is offering a bonus of $200 when you open a new checking account and complete the following requirements:
Direct deposit required, no minimum specified","This account has no monthly fees to worry aboutI wasn’t able to find a fee schedule so I’m unsure if there is an early account termination fee.Always nice to see a bonus with no monthly fees, it’s a shame the bonus is only available at that one branch. We’ve seen a $125 bonus from Ulster Savings Bank previously but that did require a direct deposit. If you live near a branch I do think this bonus is worth doing, if it’s a soft pull to open. Because you have to open this account in branch it should be possible to find out if it’s a hard or soft pull before opening.Useful posts regarding bank bonuses:"
120,Home Federal Savings Bank $400 Bonus ,https://www.doctorofcredit.com/mn-ia-only-home-federal-savings-bank-400-bonus-200-checking-200-money-market/,"Maximum bonus amount: $200
Availability: Seems to be in branch only, most branches are in MN but there is one in IA as well [Branch locations]
Direct deposit required: Yes, no minimum specified
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: Qualifications must be met by June 30th, 2019","Home Federal Savings Bank is offering a bonus of up to $400 for new and existing account holders. The qualifications are different for new and existing account holders, so lets break down the bonus for both
New account holders:
Open any checking account with direct deposit and receive $100
Add a debit card with CardValet and earn $50
Add eStatements and earn $50
Add a relationship money market account with $10,000 or more and earn $200
Current account holders:
Refer a friend and earn $25
You can also get the eStatements, CardValet and money market bonuses described above if you don’t already have those add ons.","The advantage checking account has no monthly fees to worry about.This account has a $25 monthly fee, this is waived with a $10,000 minimum balance.There is an early account termination fee of $75 if the account is closed within 6 monthsPrevious best deal was $200, requirements are exactly the same but everything has been doubled. We still need to know if this is a soft or hard pull, if it’s a soft pull then I definitely think it’s worth doing. The money market bonus is a bit difficult because you need to keep the $10,000 deposited to avoid the monthly fee/early account termination fee.Big thanks to reader, TJ who let us know. Learn how to find bonuses and contribute to the site here."
121,ENT Credit Union $200 Checking Bonus ,https://www.doctorofcredit.com/co-only-ent-credit-union-200-checking-bonus-direct-deposit-not-required/,"Maximum bonus amount: $200
Availability: Colorado residents only
Direct deposit required: No
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Up to $500
Monthly fees: None
Early account termination fee: $10, 90 days
Household limit: None
Expiration date: Requirements must be completed by October 31st, 2019","ENT Credit Union is offering a bonus of $200 when you open a new checking account and complete the following requirements by October 31st, 2019:
Use promo code CSF200
Deposit $100 into new checking account
Activate your debit card",Ent offers a free checking account with no monthly fees to worry aboutA fee of $10 will be charged if account is closed within 90 days of account openingSeems like a bonus worth doing if it’s a soft pull. Requirements are easy and no monthly fee to worry about either. If anybody goes for this bonus then please share your experience in the comments below.Hat tip to reader Arizona PVUseful posts regarding bank bonuses:
122,First National Bank and Trust Company $150 Checking Bonus ,https://www.doctorofcredit.com/il-wi-only-first-national-bank-and-trust-company-150-checking-bonus-no-direct-deposit-required/,"Maximum bonus amount: $150
Availability: IL & WI, must live near a branch
Direct deposit required: No
Additional requirements: 3 bill pays
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Can fund up to $100 with a credit card visa, amex, MC, disc, diner’s, JCB allowed
Monthly fees: None with eStatements
Early account termination fee: $30, 90 days
Household limit: None listed
Expiration date: September 30th, 2019 December 31st, 2019","First National Bank and Trust Company is offering a bonus of $150 when you open a new checking account. Bonus is broken down as follows:
Earn $50 per paid bill ($150 maximum)",Standard checking account has no monthly fees as long as you opt for eStatementsAccording to this page there is a $30 closure fee if closed within 90 daysEasy bonus and no monthly fees to worry about. Because it’s a soft pull I’ll be adding this to our list of the best checking bonuses.Useful posts regarding bank bonuses:
123,Trustco Bank $125 Personal Checking Bonus + $75 Savings Bonus,https://www.doctorofcredit.com/fl-ma-nj-ny-vt-trustco-bank-125-personal-checking-bonus-75-savings-bonus/,"Maximum bonus amount: $200
Availability: FL, MA, NJ, NY, VT, must open in branch [Branch locator]
Direct deposit required: Yes, no minimum mentioned. Previously it was full paycheck/benefits
Additional requirements: None
Hard/soft pull: Soft
Chexsystems: Yes
Credit card funding: Can’t be funded with a credit card
Monthly fees: None
Early account termination fee: $26 if closed within three months + you forfeit bonus
Household limit: None listed
Expiration date: December 31st, 2019","Trustco Bank is offering bonuses of up to $200 when you open new accounts. Bonuses are as follows:
Get $125 when you open a new Town Premier Checking or Home Town Free Checking Account and complete the following requirements:
Make 5 debit card transactions
Receive a direct deposit
Get $200 when you open a new Town Premier Checking or Home Town Free Checking Account and complete the following requirements:
Receive a direct deposit
Open a statement savings account with a minimum of $5,000","They offer a free checking account with no monthly fees to worry about.If the account is closed within three months you have to pay a $26 fee, you also forfeit the bonus.Previously the best bonus was $125 + $50 savings, so this is slightly better but I think last time there was no deposit requirement. Not a huge bonus, but likely still worth doing for people that have already done bigger bonuses in the area. I’ll be adding this to our list of the best checking account bonuses.Useful posts regarding bank bonuses:"
124,Jovia Financial Credit Union $125 Checking Bonus,https://www.doctorofcredit.com/ny-only-jovia-financial-credit-union-125-checking-bonus/,"Maximum bonus amount:  $125
Availability:Nassau/Suffolk county on Long Island NY
Direct deposit required: Yes, $100+
Additional requirements: None
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: None listed","Jovia Financial Credit Union is offering a bonus up to $125 when you open a new checking account. Broken down as follows:
Open a new checking account and get a $50 Amazon gift card
Complete a direct deposit of $100 or more and get $75 in cash","This account has no monthly fees to worry about.I wasn’t able to find a fee schedule, so I’m unsure if there is any early account termination fee.Looks like it’s worth doing considering it’s a soft pull to open and there are no monthly fees to worry about.Useful posts regarding bank bonuses:"
125,"Capital One Money Market $200-$1,000 Bonus + 1.8% APY ",https://www.doctorofcredit.com/capital-one-money-market-200-1000-bonus-1-9-apy-requires-deposit-of-10000-150000/,"Maximum bonus amount: $1,000
Availability: Nationwide
Deposit required: $10,000-$150,000+
Deposit length: 90 days
Interest rate: 1.80% APY
Hard/soft pull: Soft, as long as you opt out of overdraft protection
ChexSystems: Mixed
Credit card funding: None
Monthly fees: None
Early account termination fee: None
Household limit: None listed
Expiration date: December 31st, 2019","Capital One is offering a bonus of $1,000. To receive the bonus you must use the promo code SAVE1000. Account must be funded within 10 days and balance must be maintained for 90 days
Earn a $200 bonus with a balance of $10,000–$149,999.99
Earn a $1,000 bonus with a balance of $150,000 or more.","This account has no monthly fees and there is also no early account termination fee.Previous deals from Capital One have been $200 for $10,000+ & $500 for $50,000+. The $1,000 bonus is the highest we’ve ever seen, but the return isn’t as good as the previous $200/$500 deals. Still if you have $150,000 and put it into this account for 90 days you’ll earn ~$1,700 for an annualized return of ~4.5% APY. I’ll be adding this to our list of the best savings account bonuses.Hat tip to dKailersUseful posts regarding bank bonuses:"
126,Advance Financial Federal Credit Union  $150 Checking Promo + $100 Vehicle Loan,https://www.doctorofcredit.com/in-only-advance-financial-federal-credit-union-affcu-150-checking-promo-100-vehicle-loan/,"Maximum bonus amount: $250 in total / $150 in checking  $100 for closing auto loan
Availability: Indiana [IN] only
Direct deposit required: Optional, full pay check (+$50)
Additional requirements: One bill per month for three months (+$50)
Hard/soft pull: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: $25, 90 days
Expiration date: December 31st, 2014 No expiry is listed December 31st, 2018","Advance Financial FCU has some bonuses for both new and existing customers:
$50 when you opening a new checking account (new customers only)
$50 when you register for and use AFFCU online bill pay. Must pay one bill per month for the first three months (new and existing customers)
$50 when you sign up for direct deposit ($100 minimum, must be a new direct deposit for existing customers)
$100 when you close on a vehicle loan","Opening a free checking account will be your best bet as there are no monthly fees on this card. There is also the better than free checking account which offers interest, but the rates are so low it’s not worth keeping money in there anyway (maximum of 0.08%).There is also an early account termination fee of $25 if the account is closed within 90 days. You can view the full fee schedule here.I’m a big fan of bonuses that reward existing as well as new customers. Another good thing about this bonus is that direct deposit is not required to get part of the bonus, the downside is that if you do want the additional $50 for direct deposit they require your full pay check to be deposited. In situations like this in the past, this has been checked.I’d only recommend this deal if you’ve done the better bonuses first and you can confirm with AFFCU that only a soft pull will be done to join the credit union and open the checking account. If you have any experiences with this offer or any other of the checking promos we’ve posted recently, please contact us.Direct link to offer | Screenshot of offer"
127,Town & Country Credit Union $250 Checking Bonus,https://www.doctorofcredit.com/minot-nd-town-country-credit-union-250-checking-bonus/,"Maximum bonus amount: $250
Availability: Minot, ND in branch
Direct deposit required: Yes, no minimum mentioned
Additional requirements: Mention promo code
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: November 30th, 2019","Town & Country Credit Union is offering a bonus of $250 when you open a new checking account at the new branch near Dakota Square Mall, just West of Target and complete the following requirements:
Receive a direct deposit (no minimum mentioned)","This account has no monthly fees to worry aboutI wasn’t able to find a fee schedule so I’m not sure if there is any early account termination fee or not.Might be worth doing, but very location restricted and we don’t know if it’s a hard or soft pull. If anybody goes for this, please share your experiences in the comments below.Useful posts regarding bank bonuses:"
128,TCF Bank $200 Checking Bonus ,https://www.doctorofcredit.com/mn-mi-il-wi-co-az-or-sd-tcf-bank-200-checking-bonus-direct-deposit-optional/,"Maximum bonus amount: $200
Availability: MN, MI, IL, WI, CO, AZ or SD
Direct deposit required: Optional
Additional requirements: Use promo code
Hard/soft pull: Soft pull
ChexSystems: Unknown, approved with a frozen report
Credit card funding: Up to $100 Visa & Mastercard only
Monthly fees: None
Early account termination fee: None
Household limit: One
Expiration date: None listed","TCF Bank is offering a bonus of $200 when you complete the following requirements:
Use promo code DG200
Open a TCF Free Checking account
Do one of the following within 60 days of account opening :
Receive direct deposits totaling $500 or more
Enroll in TCF digital banking and make $250 in online bill payments within 60 days of account opening","This account has no monthly fees to worry about. There is a $3 fee if you receive paper statements.According to this fee schedule there is no early account termination feeWe’ve seen previous offers with the same requirements but for $250, this time it’s publicly available but the bonus is only $200. I think this offer won’t last too long if I’m being honest (not really sure why, just a gut feel). If you’re interested in doing this bonus (and I think it’s worth doing) I’d recommend doing it now. I’ll be adding this to our list of the best checking account bonuses.Hat tip to reader Lina MUseful posts regarding bank bonuses:"
